V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14
GS1_SS_01021_13234 0.06349288464756 0.420246882116406 0.241170365739887 -0.0540260792245305 -1.9301323953254 -0.852875226497907 -0.645818004437557 0.196401236645757 -0.290742849309741 -0.672399674837197 1.9875861109962 1.53709674948652
GS1_SS_01109_20881 -0.0898228975022627 -1.91123165240926 0.0141387894216524 -0.559729722398359 -1.7053875122999 -0.763286705395385 0.694048221904057 0.781376038920146 0.558898028902968 0.847911518551451 0.805703073660342 1.32738281864455
GS1_SS_01141_13649 -0.130773518366063 0.0149879572495707 -1.64182776426847 -0.423637245325727 -1.0097477780246 -0.975270687865839 -0.302967429770077 0.177796438554812 0.493836431676751 0.124165409418968 1.89628784357908 1.7771503431416
GS1_SS_01161_10386 0.0248017097981152 -0.0892596293803824 -0.93145672680301 -1.13703239625263 -0.212074513193509 -0.651608557423207 -0.752406950185601 -0.0521233794152902 1.09910036950257 -0.920846369670126 2.10628852034153 1.51661792268153
GS1_SS_01284_12339 1.09784382927773 -0.0871979528954391 0.163800480134295 -1.4183125936351 -0.150976243255454 -0.519244435979408 -0.640628924083951 -0.936889369627244 0.513552395011794 -1.12246362093283 0.903011439048914 2.19750499693669
GS1_SS_01380_12152 -0.0180211672472055 0.256615965233336 0.316636000808553 -0.715162974398143 -0.96379142479609 -1.33846194990199 -1.31118011554962 -0.319940134080119 0.145669838867024 0.294810533326656 1.81095300773579 1.84187242000181
GS1_SS_01464_21708 -0.0382061934311878 0.22656314704907 -0.484080450813551 -1.02000316409529 -0.502560544374991 -1.49544557117596 -0.616801122754797 0.0316821604011646 -0.0971744919772351 0.0501622539626039 2.02400424717488 1.92185973003529
GS1_SS_02248_01200 0.518561749220634 -0.190157638261395 -0.361288514568353 -1.27193353758995 -1.11795974142688 -1.32325813631098 -0.644307016087143 0.198882820043969 0.0258456014988015 0.706263138828951 1.79302485631898 1.66632641833337
GS1_SS_02328_19965 0.140102618255499 0.24953355108516 -0.0098478438263805 -2.08001033601635 -1.27150000754978 -0.666997517777692 -0.316329666012543 -0.0173688701376974 0.377485011206438 0.44517424800829 1.82829098665946 1.3214678261056
GS1_SS_02395_02574 0.608372885599391 -0.00842721061690878 0.107760714484301 -1.56333722061335 -0.552071946584299 -1.70677910345435 -0.160475606428369 -0.197770495967029 -0.0973611779783287 0.165137467620701 1.53242549486111 1.87252619907712
GS1_SS_02472_08575 0.134371425408084 0.385669474308395 0.180667245877087 -0.818950871005481 -0.939722576576795 -1.02488211255657 -1.24320019570471 -0.447345623093746 -0.0198447524752864 -0.0412120542302112 2.13763338269226 1.69681665735697
GS1_SS_02492_13164 0.038978846650471 0.110739066425397 -0.543257481977903 -1.33588172767367 -1.07330455986088 -1.30000161778621 -0.152816649838876 0.0764898706237276 0.277092303176361 0.242843107374692 1.50941098640213 2.14970785648476
GS1_SS_02497_17952 0.127750156202412 0.344524614804824 -0.763057384616879 -1.6013648612434 -1.04588031107471 -1.08144487068917 -0.170314724375906 0.0854113947566278 0.324202009310848 0.297105201985547 1.45921952614942 2.02384924879039
GS1_SS_02525_04308 -0.522342645556942 0.477650491941558 -1.01043453409788 -0.110143093344019 -0.415200523682103 -0.568473281364165 -0.511926050374666 0.0757187264083066 -0.352700952588447 -1.11460048592064 2.27585243740761 1.77659991117138
GS1_SS_02582_13495 0.464004097168744 0.692073162828918 0.187157254459862 -1.01514903387585 -1.18389377609841 -0.979554439813283 -1.07974663050793 -0.61701690769451 -0.139785683596342 0.139170468390322 1.92984221339734 1.60289927534114
GS1_SS_02624_07428 -0.243874842741212 0.0991520588656175 -0.317067210700344 -0.810268098882722 -1.26697252020809 -0.84018323565076 -0.718528346127407 -0.357352928214635 0.282631564376247 0.143027592792073 2.01571515447122 2.01372081202002
GS1_SS_02679_17336 0.482116373979143 0.591464610309182 -0.324873610136546 -1.26854888966478 -1.17013547696775 -1.3013533605638 -0.701031543111881 -0.157570808551586 -0.0197920307757371 0.423068326360922 1.77264425914627 1.67401214997657
GS1_SS_02772_14664 -0.481944414913909 0.768453564281148 -0.00129240101208792 -0.765464886940695 -0.832104314126478 -1.47426606700766 -0.710941719243236 -0.00226170177115385 0.0817039764829328 -0.23719597324976 2.31569990094015 1.33961403656075
GS1_SS_02842_13565 0.274074213486731 0.463258864427391 0.0633563502438811 -1.18095570350404 -0.751829544053274 -1.02253278442365 -0.824119613924909 -0.676463300995613 -0.0824542587737987 -0.0756866777645393 2.28127721736935 1.53207523791247
GS1_SS_02865_19960 0.231294574646005 -0.0246712121731991 -0.568598509164008 -0.852795816588271 -0.952547189392814 -1.21227717895936 -0.34105245308723 -0.234525515337473 -0.0698416451412939 -0.0585490368992702 2.01947908977046 2.06408489232645
GS1_SS_02866_10787 -0.689119147660274 0.0943217639675615 -0.818313217086147 -0.874835622459967 -0.325760827400005 -1.63385078033697 -0.489272071517126 0.77037010538514 0.699717098667865 -0.133786514862496 1.39736507356758 2.00316413973484
GS1_SS_02941_18662 -0.293260271625531 -1.02908613458656 -0.564157622796782 -0.143508016891744 -0.514903558947464 -0.4178879786382 -0.488062581728568 -0.47513214617863 -0.837542552950323 0.657492415405253 1.89680426438154 2.20924418455701
GS1_SS_02965_21769 -0.0124962480815823 0.210063512054954 0.524051517649142 -0.897989877963834 -0.86477200331659 -1.50065703227812 -1.17638730357883 0.20990533169949 0.49557905366579 -0.431357829347785 1.51647506782443 1.92758581167294
GS1_SS_03087_06608 -0.265452387651002 0.439693862441953 -0.154199615014527 -0.169087853705585 -0.826624461390872 -0.448037820389689 -0.847893373806669 -0.413516739468665 -1.01968074331887 -0.346601468868196 2.54678865477308 1.50461194639904
GS1_SS_03164_11963 -0.0810385543398419 -0.352973399297853 -0.637640979471288 -1.22471102101107 -1.14513142591467 -0.985972235721851 -0.153797041285129 0.194079474422025 -0.0332907972819972 0.630630396093748 1.7583869437457 2.03145864006223
GS1_SS_03190_19788 -0.625312551413631 0.0113169340651914 -1.44312379646737 -0.828103144699314 -0.515606164882032 -0.377642072728658 -0.289710741705604 0.495022365590876 -0.370660757222102 -0.0403780450428801 1.87566061791127 2.10853735659425
GS1_SS_03204_01802 0.508345088280487 0.783399120633111 0.456242342063911 -0.565213822135479 -1.10199327734346 -1.35523685779147 -0.963860415280911 -0.664572547478717 -0.0904729856783959 -0.367708063221481 2.12025865320866 1.24081276474375
GS1_SS_03430_04742 0.650440531723928 -0.420393600015564 -1.30667515594424 -0.482769509359374 -0.557019731720469 -1.08206465670162 -0.0562956888229111 0.44872027444234 0.257014498018704 0.0967828042914852 2.75777343226137 -0.305513198173639
GS1_SS_03509_03495 -0.605164392328618 0.107992946541401 -0.0189444438723563 -0.623628012752438 -0.574468623374019 -0.736717687848331 -0.475919049361883 -0.0143285387664014 -0.949049322722252 -0.372753570243793 2.07136818335928 2.19161251136941
GS1_SS_03649_16448 0.533300906459339 -0.446143231755806 0.102036999301931 -0.905787882445748 -0.955145697284936 -1.32070201343768 -0.878024111598705 -0.231745223548081 0.0495326237667439 0.300393717686919 1.68642285563988 2.06586105721614
GS1_SS_03799_07264 0.134514757677526 0.779545290054116 0.296267864472979 -0.548324229444844 -0.458376695977062 -0.475146575098174 -1.02855258609487 -0.924884242437087 -0.93403144923042 -0.543750626048177 2.40515639067609 1.29758210144992
GS1_SS_04042_08798 0.579043557547887 0.428037957405006 -0.448252116151406 -1.07973008038527 -1.58308208086154 -0.953892080266202 -0.710223952762918 0.155770284420116 0.282660747812906 -0.132513134034474 1.53209481117693 1.93008608609896
GS1_SS_04061_10634 -0.156240817480608 0.0365113360721736 -0.17193799884778 -0.443637741041341 -0.808366366925646 -0.840684093269825 -0.66755341642601 -0.713721596917694 -0.0911436829873331 -0.380156492865276 1.7285751510924 2.50835571959694
GS1_SS_04201_15233 -0.483324289846897 -1.69268098421371 -0.542329923554501 -0.649212935489766 -0.755060760868758 0.121483455656043 0.325932800520109 -0.0363824941757046 0.0205527664193518 -0.0467343597384421 1.36629528957523 2.37146143571704
GS1_SS_04382_04043 -0.196025783188956 0.159331301606787 -0.989141595631631 0.313834381952763 -0.141949705067865 0.342159946682858 -0.635072036505437 -0.324778350143936 -2.09641367144446 0.20568222571058 1.92942159210385 1.43295169392545
GS1_SS_04638_12039 0.285763319731001 0.943486989994972 -0.358596244085376 -1.08558616541433 -1.26377425138226 -1.69439545913809 -0.279372423510419 -0.0898292144170836 0.206277457853151 0.167844733428695 1.78088364694327 1.38729760999647
GS1_SS_04927_21649 -0.260227746868782 0.587385966864688 0.047807480805089 -0.555858871414845 -0.51037715994622 -1.14712112050697 -0.756185136928926 -0.758872692606618 -0.177533726016736 -0.514511860988822 2.21335715186804 1.83213771574011
GS1_SS_05263_17207 0.27311019821277 -0.123214542008314 -0.606569419220682 -1.02859055764825 -0.916051587400895 -0.824144761698893 -0.65721195583199 -0.257698611453897 -0.0840134673721537 0.114992945015244 2.01127459368309 2.09811716572396
GS1_SS_05300_21664 -0.0573970542666087 0.0595692863058108 0.172079766284995 -1.22483252969419 -2.20066599961266 -0.807095599078403 -0.378664603038854 0.251171291814917 0.862738158236425 1.51997759573859 1.10435719890459 0.698762488405376
GS1_SS_05707_21068 0.174764359998311 0.667671000410386 -0.601150877779548 -1.78035336680365 -1.52092881921835 -0.703348426828304 -0.32285909036986 0.165330740086118 0.375936304625823 0.532455781668955 1.71928378012208 1.29319861408804
GS1_SS_06044_02777 0.107075743481219 0.230899434979145 -1.01757674679706 -0.942806286931001 -0.89351493281548 -0.476324341460931 -0.612054157141349 -0.292970029050541 0.564270912088945 -0.621579056487343 2.00038761098123 1.95419184915316
GS1_SS_06115_08690 0.213227720065901 0.322706268790477 0.0271141872341202 -1.14868542606783 -1.2866283974608 -0.982278032006477 0.123455310111748 0.180384155448528 -0.420872034146848 -0.787406215276731 1.87839644616671 1.8805860171412
GS1_SS_06156_06423 -0.48000719257595 0.194733972221226 -0.607873594068127 -0.395418650050357 -1.10163462136868 -0.712133890669439 -0.741641521783019 -0.187291491929245 0.0444417710827295 -0.217585993205853 2.18000739354283 2.02440381880389
GS1_SS_06158_03726 -0.298782576502261 0.0320332762700951 0.0864437783708115 0.321497147445906 -0.947399289944481 -1.04398881327367 -2.07256494498561 0.0995022988749834 0.295380106437562 0.29973294660562 1.37074926995612 1.85739680074493
GS1_SS_06226_18518 0.752568645189575 0.793705279117098 0.546885475551959 -1.26892030936153 -1.50646988556272 -1.23415695674672 -0.550477688655489 -0.648973854397446 0.206204619926838 0.078159604462294 1.81597960167656 1.01549546879957
GS1_SS_06360_09359 0.787801695573078 0.585940088312464 0.339481149215203 -1.59557360689701 -0.338867740300116 -0.648701835165244 -0.498479243715485 -1.37955352039225 -0.334173284317311 -0.228548024704199 1.80274307905551 1.50793124333536
GS1_SS_06639_04363 0.166339883480532 0.224723045341452 -0.421661960975876 -1.20774953317469 -1.15353659716098 -0.832429206925921 -0.694811753968038 -0.407066170510646 0.326893578598062 0.176765448098553 1.6202891251098 2.20224414208776
GS1_SS_06758_16575 0.304657744380988 1.15273204715395 0.759585019378407 0.624791752712505 0.392647793454563 -1.13763020894416 -0.992727447278319 -1.02829789264849 -1.53751690005301 -0.869166952834575 0.788790227156019 1.54213481752212
GS1_SS_06878_20905 -0.701249751505735 -0.0849141314881063 -1.26804663849074 -0.495716710200155 0.168049611657222 -0.148155067274438 -0.019038156710677 0.587020811241672 -1.56580604448472 -0.140249950301147 1.67081234827994 1.99729367927688
GS1_SS_07160_13896 0.346618276608864 0.23408137873198 -0.605082649880836 -1.78741474979724 -1.01077122000491 -0.935746621420323 -0.139652269772734 -0.136873580936268 0.0882002148175005 0.459155174485749 1.86350451243581 1.62398153473241
GS1_SS_07236_12406 0.461662480518665 0.631993277872823 -0.83232342186176 -2.2953197278184 -0.213058740008271 -0.91550822987193 0.341506646726197 0.181105210582142 -0.174767320448034 0.159688423503968 0.690090604102148 1.96493079670245
GS1_SS_07275_00908 0.311484246534208 0.242101347440273 -0.193469074649431 -0.781296414195272 -0.952826359177501 -1.16482966196453 -0.864170432557472 -0.532674359108671 -0.118304267297668 0.0840625217263096 1.9907431348827 1.97917931836705
GS1_SS_07881_07151 1.00915324640514 0.0430722097083155 -0.396665766259545 -1.21651846075335 -1.12701776525555 -1.34418857050756 -0.584748845474772 -0.237933650420802 0.408972111890492 0.312890482900208 0.977433146971363 2.15555186079606
GS1_SS_08015_03854 0.175088855851959 0.644873445199968 -0.572942036267157 -1.43360970826556 -1.00564570550639 -0.860667671998401 -0.605143887940567 0.0468390569795049 0.10956993686277 -0.1302014262466 2.27713093976253 1.35470820156794
GS1_SS_08192_06427 -0.488987215286071 -0.280907549206892 -2.23635501356544 -0.293442468850216 -0.579238636718004 0.699323166901048 0.132744799022802 -0.0778418509850422 -0.559182765288685 0.486229532964539 1.3930056199626 1.80465238104936
GS1_SS_08312_03098 0.312493508330205 0.298087353508989 -0.126093871782363 -0.597175134436119 -0.420619703682774 -2.25500341758425 -0.599416091852752 0.120411444047328 -0.477123844259321 0.488568733922842 1.48915622044973 1.76671480333848
GS1_SS_08393_19843 0.684495233231125 0.493513230751674 0.0407356743116281 -0.899153281710837 -0.658816379714225 -1.46780755875639 -0.65237878412503 -0.736067526784565 -0.397235412273269 0.0149852919548482 1.36237404877335 2.21535546434169
GS1_SS_08455_19222 0.519038194273305 0.679425284915093 0.00719417457299037 -0.259327329963059 -1.82679734015702 -1.35121474964528 -0.853317433479038 -0.468388415938746 0.148055880267082 0.241498793945342 1.52710592571578 1.63672701549356
GS1_SS_08545_21573 1.06515254543862 0.614469193467129 0.393634351001099 -0.304924844554711 -1.20629154849769 -1.58937239767346 -1.33022947028985 -0.444636683665873 -0.399568348468724 0.382367267201812 1.33511187326954 1.48428806277211
GS1_SS_08739_04099 0.218656640422187 -0.0307793914081754 -1.65387019007899 -0.857548586113509 -0.951233480697683 -1.05662898710488 -0.501545986693649 0.813555721031691 0.60862001412881 0.206946028599165 1.58903243595219 1.61479578196284
GS1_SS_08909_07286 -0.0794914716394421 -0.178080345978172 -0.759553502792315 -0.620724271580634 -0.223350747460242 -0.773637627697848 -1.15390900014724 -0.715289110232069 0.290719811591708 0.129758384099903 1.85586849216514 2.22768938967121
GS1_SS_08935_09414 0.364535751102008 0.680627471995797 1.08084037667584 -0.828455582593908 -1.95262049319198 -0.692077299788926 -0.503059548948002 0.80171099411237 -0.785120427310082 0.0178545088313999 -0.11597464719218 1.93173889630767
GS1_SS_09125_19079 -0.334989891311782 0.119788880975049 0.0112361589467852 -0.000190443371979415 0.321658855273223 -0.735301859212502 -0.998113712544087 -0.891465424235618 -0.887656556796029 -0.598182631387326 2.39634894961691 1.59686767404735
GS1_SS_09148_18433 0.17236771949806 0.059553416866794 -0.201273250816694 -1.49277138733943 -1.6296527411987 -0.892599297341093 -0.186381762869367 0.17236771949806 0.179888673006811 0.561953111251366 1.113389422513 2.14315837693119
GS1_SS_09213_15779 0.495454141838578 0.677805841031195 -1.2927689728245 -0.63198915962115 -0.26316814222189 -0.330226509021755 -0.231991883972829 -0.521205600434238 -1.05159414486008 -0.641793014416452 1.80838637602542 1.9830910684777
GS1_SS_09339_06300 0.730826925529124 0.526794214095016 -0.135067996166848 -1.15191394827342 -1.91496311298635 -1.31779420147188 -0.289336631641418 0.00675962031783735 0.185578533265779 0.560799666000701 1.18517293903971 1.61314399229174
GS1_SS_09451_08780 -0.100659117696628 0.0185218739338112 0.306971178255137 -0.338797496845629 0.145976217703699 -0.629930050509479 -1.13974742558903 -1.37229570194111 -0.777508764348297 0.0178510615981803 1.7246212475553 2.14499697788405
GS1_SS_09521_15963 0.472285199110488 0.592052701094235 0.137178148105459 -1.63876824494647 -1.62667051747336 -1.27220710251136 -0.248739358286616 0.0827383744764826 0.229120876901062 0.386391334051437 1.54499069415078 1.34162789532787
GS1_SS_09657_13941 0.125597763495836 -0.590989927781197 -0.646275625031057 -1.04390737063582 -1.1353414083952 -0.903566754540021 -0.2673559615724 0.163872476976508 0.16174610400536 0.191515325601438 1.77162308046186 2.17308229741469
GS1_SS_09659_12062 0.445070685117699 0.717947785405862 -0.0862631808905534 -2.01082321747577 -1.35636187938627 -0.70966533683343 -0.437897493050503 0.0645957038216017 0.130041837630551 0.198926666605734 1.46935814205302 1.57507028700205
GS1_SS_09822_04094 -1.93068990891763 -1.35553238929184 0.51987439478711 -0.104441887199853 -1.24000929774307 -0.00366642435943795 0.197884501321393 0.696845939287352 0.699303877405411 -0.0774045679012053 0.965744369402997 1.63209139320877
GS1_SS_09854_15820 -0.379003776254695 0.531805578153855 -0.998565953381441 -0.174248184953548 -1.09211807699317 -1.7911113024695 -0.18307385699239 -0.107173077458345 0.37294348145469 0.438253454542124 1.53440192176637 1.84788979258606
GS1_SS_09992_06411 0.019975489670936 0.374278833540068 -0.694451014069161 -0.987205394767398 -0.80202943107273 -1.00307762022694 -0.816138075925657 -0.230629314529182 0.0972203202407119 0.0520373850992128 1.81935678260113 2.17066203943901
GS1_SS_10010_13571 -1.04596425658535 -1.16948172915272 -1.4769029942093 0.222148461773026 -0.437983808281497 -0.0660589742175142 -0.288390424838788 0.0272653383889464 0.312727941655767 0.219403629049306 1.74058992453461 1.96264689188352
GS1_SS_10026_12313 -0.538635855820281 -0.818265650449643 -0.95344642424783 -0.601885990450269 -1.13202972073707 -0.458838509414328 0.12709554691494 0.249165141983538 -0.05374829763113 0.190390892506065 1.67986600714864 2.31033286019738
GS1_SS_10263_20748 0.242705588904509 0.702882472545819 -0.06542124987947 -0.849831968582019 -1.24445337737488 -1.17036119449949 -0.851442668209745 -0.456821259416881 0.0528041027956165 -0.0573677517408401 1.96567098068298 1.7316363247744
GS1_SS_10410_00948 0.515953925911422 1.17292325507877 0.344868163107426 -0.671870084413463 -0.645473995295132 -0.719774097998582 -0.70119907232272 -1.15775365077681 -0.641563463573898 -0.854687442381162 2.02483259054963 1.33374387211452
GS1_SS_10514_16646 -1.28514060295807 -1.10824107031665 -0.724331446286314 -1.28514060295807 -0.0889986567145481 -0.833482221745919 0.480090903612768 0.536548201264288 0.523374831812267 0.916694005451186 0.937206823597905 1.93141983524116
GS1_SS_10620_11384 0.141769424267535 0.207201466237167 -1.48748842077629 -1.18837051462941 -1.30988716400158 -1.25380255659904 0.00754026388411947 0.810110995814488 1.32608938391787 0.924149697532989 0.694202807182569 1.12848461716958
GS1_SS_10701_18828 0.396773496127766 0.488042759825618 0.535149476572897 -0.821347315560919 -0.925747576552074 -1.26815452390885 -1.2048548732797 -0.77574212540996 0.00814308296271954 0.100884431558924 1.50437017364815 1.96248299401543
GS1_SS_10815_00059 -0.198393565375472 0.708683138024648 -0.216452420348417 -0.733849494151604 -1.03410515514757 -1.1472449694359 -0.783892104317598 -0.612006617225706 0.419306305325641 -0.205356015485523 1.74695851068605 2.05635238745145
GS1_SS_10986_09887 -1.30434604931316 -1.01607450936243 0.0232202530915103 0.0640684470116539 -0.920664799277523 -0.548654461790501 -0.297729841995333 0.51923403640754 0.390853998372803 -0.443616248852988 1.00474399842982 2.52896517727861
GS1_SS_10990_00076 -0.0868118537696907 0.263200855086221 0.52812760156832 -0.21444079733041 -0.125487291212333 -0.881592093215987 -1.13491620846529 -0.539681888504309 -0.869989461983194 -0.850651743261873 2.17144693850619 1.74079594258236
GS1_SS_10991_15764 0.450547460284348 0.270751211398643 0.426467605522869 -1.16440813238546 -1.10340583365638 -1.14353892492551 -0.79197304540793 -0.708496215568138 0.0264209517521775 0.129803794861457 1.85793470491021 1.74989642321371
GS1_SS_11265_18106 -0.027322240449491 -0.415256341488065 -1.23141963406019 -0.949354000595365 -0.765648432748712 -0.452798351265991 -0.330161119324765 -0.577938383859079 0.408165072974456 0.438198680796797 1.63754075316896 2.26599399685145
GS1_SS_11422_20854 -0.63680992612921 -0.428014454831259 -0.90414618377238 -1.71981447351578 0.467659576250605 -0.326543758499544 -0.326543758499544 -0.0240830290492418 0.42277830671927 -0.211413545353945 2.14621905672254 1.54071218995848
GS1_SS_11459_10299 0.981243198242895 0.627274977764695 -0.152473720871455 -0.314051300650892 -1.35647497728939 -1.44051059797846 -1.06107703789751 -0.420623746888393 0.161259263034403 -0.253571119094365 1.60094223747577 1.6280628241527
GS1_SS_11660_05096 0.512540952874407 0.409227084187751 -0.759112467873691 -2.07413220387298 -0.792274944242247 -1.13920546625176 -0.422385784746812 0.516367392455394 0.6745268951362 0.3543814501936 1.21673338376209 1.50333370837804
GS1_SS_11743_07060 0.608009977872735 0.223024493376783 0.0106187088272919 -0.926602850695144 -0.135410268050483 -1.54449507091005 -0.196097635064623 -1.01120483327329 -0.507120391012092 -0.173339872434321 1.43961655398837 2.21300118737482
GS1_SS_11963_05405 0.820778236860777 0.601678534237894 0.282715493472159 -1.35638091341293 -1.29872309693322 -1.28719153363728 -0.559549889663388 -0.225134554081093 -0.363513313632387 0.167861123044585 1.58705061787607 1.63040929586881
GS1_SS_12642_11408 -0.681285040777648 -1.05848242534759 -1.05404480905853 -0.490467540348149 -0.304087656207708 -0.599189139430073 -0.00454855669628456 0.306084583537784 -0.0489247195868658 -0.104394923200092 1.60297794401502 2.43636228310013
GS1_SS_12790_19646 -0.608833865107659 -0.612422241637011 -0.828442508704021 -0.310280937865546 -0.846862841554696 -0.796553802613177 0.347588092515712 0.462416141454986 -0.861694797876019 0.0557334681283904 2.14512550861927 1.85422778463977
GS1_SS_12912_17421 -0.36341380860007 0.162241453088058 -0.245387995821569 -1.38160664122654 -1.46440086810101 -1.3393287381417 0.352492016969821 0.99652540729549 0.790420629756914 -0.342274857057652 1.24825508857979 1.58647831325847
GS1_SS_12940_09835 1.01999665410627 1.07532873742605 -0.0111921713987742 -0.990821555628564 -0.667631887147106 -0.261821357890426 -0.655056413665337 -1.50641596838108 -0.326836555791171 -0.795901716661148 1.55093314450655 1.56941909052475
GS1_SS_12968_02844 0.293158709406931 0.510571152051148 0.0209651788523584 -0.823005956766535 -1.31945956595412 -1.36910492687288 -0.793903503814159 -0.289506636879574 0.123679718684272 0.034660450829947 1.57520735740894 2.03673802305367
GS1_SS_13250_00308 -0.217861371313729 0.116418160724188 -0.532625161885848 -1.10862937287141 -1.00622003646673 -1.0506618239631 -0.789034953223602 0.365678621029917 0.156995444960004 0.207233987347205 1.78588356928349 2.07282293637962
GS1_SS_13368_13734 -0.205291586496282 -0.48146860868859 0.540386373422949 0.451615187718278 -0.205291586496282 -0.722137156599029 -1.23503734067046 -1.21531041051386 -0.209236972527601 -0.54064939915837 1.80488259646059 2.01753890354866
GS1_SS_13425_16803 0.409495802688938 0.383935279980722 0.00758701229593098 -0.61535944113575 -1.23976649586504 -1.48928588420716 -0.684738002772339 -0.297678658905057 -0.279421142684902 0.0942493559542657 1.75288384616793 1.95809832848247
GS1_SS_13664_14172 -0.182034962378316 -0.257638250458039 -0.0823760826368641 -1.25938181751436 -0.666583308707446 -0.831535937245021 -0.439773444468279 -0.274820815930703 -0.348705847463159 0.173644142905832 2.25788933473999 1.91131698915636
GS1_SS_13671_08629 0.259492381295683 0.666704126506823 -1.09007220792177 -0.195828008150578 -0.42159628989817 -0.556732931008062 -1.28286714923855 -0.289702928174916 -0.396370783557657 -0.567543862296853 2.10906254261973 1.76545510982431
GS1_SS_13712_19065 -0.505773608864892 -1.54704779293413 -0.682640754962778 -0.421076665663088 -0.647765543056152 -0.555595340160071 -0.1460607089137 0.530518402074831 -0.0372002260337337 0.0983148830891533 1.91008214163834 2.00424521378623
GS1_SS_13770_11100 0.900640487998067 0.638914900860415 0.375432766158081 -1.62878800514434 -1.41800229738247 -1.41800229738247 -0.487032088100892 -0.0905793027521135 0.207682473730929 0.236665508548185 1.44473109615839 1.23833675730823
GS1_SS_13874_08467 -0.0172889284665587 0.447073781295004 -0.741522830732634 0.866967438395171 0.440461282757994 -0.875425926107097 -1.6672726259141 -0.776238448051939 -0.303444802655688 -0.708460338047582 1.66906351093455 1.66608788659289
GS1_SS_13965_08642 -0.449289170084159 0.147450346674592 -1.86647764937473 -0.489108003474188 0.117948211026525 -0.154267813603491 0.696407263365308 0.0529711147218869 -1.49000867914173 0.908171059121371 0.459304209997409 2.06689911077121
GS1_SS_14025_20760 0.127671609348039 0.326504443578592 -1.18857849795597 -1.18625296773105 -1.17811361194384 -0.70951927162271 -0.815330896856512 0.388130994538939 0.833470032610879 0.204414106770358 1.09799909569539 2.09960496356789
GS1_SS_14224_15247 -0.384348420955602 -0.447391996791079 -0.84804479080758 -0.741740278450516 -0.908262275312502 -0.862175247460359 -0.330000510752604 0.324348328091492 0.0286956965871829 0.0221739473628231 2.09891629203978 2.04782925644896
GS1_SS_14515_16792 0.328427062974272 0.640396996431314 -0.807830401084864 -1.59968069089937 -0.970016605022776 -1.48519631164908 -0.521619452959137 0.496337485874698 0.726260280869032 0.394255581043189 1.34399891057373 1.45466714384901
GS1_SS_14690_09676 -0.0794269732693094 0.306689512955623 -0.261128849139866 -0.6164209099939 -0.828947211235354 -1.31727100263747 -0.760809007783896 -0.339001081655819 0.561396606809885 -0.583974146445586 1.97185741825508 1.94703564414062
GS1_SS_14770_11046 0.975144871101223 0.909817650148175 -0.751360254086467 -1.43262984402539 -1.37196885314042 -1.14798980987283 -0.737361563882242 0.00643550896888659 0.499656027164397 0.592980628525894 0.882193568145172 1.5750820709536
